pressure_scenario,buffer_scenario,n_rows,n_eval_rows,n_high_buffer_rows,first_eval_ym,last_eval_ym,buffer_lead_corr,buffer_next_pressure_corr,high_buffer_safety_rate,high_buffer_nonpositive_roll_rate,mean_buffer_index,buffer_signal_score,classification_score,buffer_overall_score
roc_prev_best,custom_nearby_c,45,45,14,202503,202511,-0.16842107542968798,0.2108065850759344,0.7142857142857143,0.6428571428571429,0.2910824514991182,-0.042385509646246405,1.3571428571428572,1.3147573474966108
roc_prev_best,custom_nearby_b,45,45,14,202503,202511,-0.18255112064045337,0.22848121540183508,0.7142857142857143,0.6428571428571429,0.28674426807760145,-0.04593009476138171,1.3571428571428572,1.3112127623814755
roc_prev_best,custom,45,45,14,202503,202511,-0.14516282009579295,0.24972923286856893,0.7142857142857143,0.6428571428571429,0.29802998236331574,-0.10456641277277598,1.3571428571428572,1.2525764443700813
roc_prev_best,custom_nearby_e,45,45,14,202503,202511,-0.1583073529794246,0.267820582535133,0.7142857142857143,0.6428571428571429,0.2936917989417989,-0.10951322955570841,1.3571428571428572,1.2476296275871488
roc_prev_best,custom_nearby_a,45,45,16,202503,202511,-0.10826607972413295,0.2684836792351207,0.6875,0.625,0.30931569664902997,-0.16021759951098774,1.3125,1.1522824004890122
roc_prev_best,custom_nearby_d,45,45,16,202503,202511,-0.10826607972413295,0.2684836792351207,0.6875,0.625,0.30931569664902997,-0.16021759951098774,1.3125,1.1522824004890122
roc_prev_best,roc,45,45,15,202503,202511,-0.07181077084812383,0.240903147145731,0.6666666666666666,0.6,0.3220033774250441,-0.16909237629760715,1.2666666666666666,1.0975742903690595
