ds,yhat,yhat_lower,yhat_upper,y,port,metric,metric_label,abs_error,ape,train_end_ds,ym
2026-02-01T00:00:00Z,51212.66258344648,46640.15359610079,55705.356374894625,59281,臺北港,full_container_count,實櫃個數,8068.337416553521,0.13610326102045378,2025-10-01,202602
2026-03-01T00:00:00Z,64125.07848271151,59842.00129929238,68324.80912176783,77632,臺北港,full_container_count,實櫃個數,13506.921517288487,0.1739865199568282,2025-10-01,202603
2026-04-01T00:00:00Z,64666.16671664611,60410.95939024256,69027.62428990896,67249,臺北港,full_container_count,實櫃個數,2582.833283353888,0.03840701398316537,2025-10-01,202604
2025-11-01T00:00:00Z,78610.21063399407,74194.29429181601,82932.01810920003,75870,臺北港,total_container_count,空實櫃總個數,2740.2106339940656,0.03611718246993628,2025-10-01,202511
2025-12-01T00:00:00Z,77920.18798110387,73363.31904798289,82417.51901916089,91740,臺北港,total_container_count,空實櫃總個數,13819.812018896133,0.15064107280244313,2025-10-01,202512
2026-01-01T00:00:00Z,72199.39167171031,67713.76408297116,76797.77121751326,85389,臺北港,total_container_count,空實櫃總個數,13189.608328289687,0.1544649583469731,2025-10-01,202601
2026-02-01T00:00:00Z,62026.30602852259,57577.27439825111,66529.46178452391,67952,臺北港,total_container_count,空實櫃總個數,5925.693971477413,0.08720411424943214,2025-10-01,202602
2026-03-01T00:00:00Z,76959.3737908094,72229.44127048281,81265.37325248314,91832,臺北港,total_container_count,空實櫃總個數,14872.626209190596,0.1619547239436209,2025-10-01,202603
2026-04-01T00:00:00Z,78044.79878943559,73359.77011891209,82815.79595977455,78639,臺北港,total_container_count,空實櫃總個數,594.2012105644098,0.0075560626478517,2025-10-01,202604
2025-11-01T00:00:00Z,80499.46734640024,75379.44373758066,85191.07605349482,65986,高雄港,empty_container_count,空櫃個數,14513.46734640024,0.21994767596763315,2025-10-01,202511
2025-12-01T00:00:00Z,78199.92673196433,73188.31868333231,82990.9828086444,74458,高雄港,empty_container_count,空櫃個數,3741.926731964326,0.05025553643616973,2025-10-01,202512
2026-01-01T00:00:00Z,80485.84190419393,75545.27416956375,85683.9852953054,75894,高雄港,empty_container_count,空櫃個數,4591.841904193934,0.06050335868703632,2025-10-01,202601
2026-02-01T00:00:00Z,76400.72006189865,71245.43002963245,81335.26008019733,61746,高雄港,empty_container_count,空櫃個數,14654.720061898654,0.2373387759838476,2025-10-01,202602
2026-03-01T00:00:00Z,84828.87861705711,79905.99121235662,90028.98293182685,80420,高雄港,empty_container_count,空櫃個數,4408.878617057111,0.054823161117347814,2025-10-01,202603
2026-04-01T00:00:00Z,80817.80123344011,75821.96247734739,85697.60506744935,69338,高雄港,empty_container_count,空櫃個數,11479.801233440114,0.16556291259396166,2025-10-01,202604
2025-11-01T00:00:00Z,0.17499706915593083,0.16702196058481497,0.18400881003163028,0.1529103152938123,高雄港,empty_share_count,空櫃占比,0.02208675386211853,0.1444425369189746,2025-10-01,202511
2025-12-01T00:00:00Z,0.1661862469705853,0.15765181749323093,0.17371592478448347,0.15610887240492954,高雄港,empty_share_count,空櫃占比,0.010077374565655745,0.06455350301625473,2025-10-01,202512
2026-01-01T00:00:00Z,0.17719204311981085,0.1688481542721404,0.18562311232748938,0.16201399962855514,高雄港,empty_share_count,空櫃占比,0.015178043491255705,0.09368353059645444,2025-10-01,202601
2026-02-01T00:00:00Z,0.1832463496218419,0.1743397737177926,0.1911193367341819,0.15948403893987256,高雄港,empty_share_count,空櫃占比,0.023762310681969323,0.14899491409875823,2025-10-01,202602
2026-03-01T00:00:00Z,0.17662997476013798,0.16853661269783052,0.1847223492257068,0.16954405257088404,高雄港,empty_share_count,空櫃占比,0.00708592218925394,0.041793988534581085,2025-10-01,202603
2026-04-01T00:00:00Z,0.1783047748956008,0.16995643993458928,0.18624547468908476,0.15849881248185577,高雄港,empty_share_count,空櫃占比,0.01980596241374502,0.12495968962551261,2025-10-01,202604
2025-11-01T00:00:00Z,385991.516801977,368763.767508973,403832.2530294542,365548,高雄港,full_container_count,實櫃個數,20443.516801977006,0.05592566995846512,2025-10-01,202511
2025-12-01T00:00:00Z,402674.6526992225,383793.04636551015,421860.06381185044,402504,高雄港,full_container_count,實櫃個數,170.65269922249718,0.00042397764797988885,2025-10-01,202512
2026-01-01T00:00:00Z,379016.3852340513,361500.99622689444,396539.2608359078,392547,高雄港,full_container_count,實櫃個數,13530.614765948674,0.034468776390976556,2025-10-01,202601
2026-02-01T00:00:00Z,334482.5329458096,318416.13335716736,352694.402853882,325415,高雄港,full_container_count,實櫃個數,9067.532945809595,0.02786452052243933,2025-10-01,202602
2026-03-01T00:00:00Z,408049.37828907475,389850.95138244826,425568.37388842064,393911,高雄港,full_container_count,實櫃個數,14138.378289074753,0.03589231651077211,2025-10-01,202603
2026-04-01T00:00:00Z,378262.10537929536,361010.6125435276,396144.5240766381,368129,高雄港,full_container_count,實櫃個數,10133.10537929536,0.027525963396785803,2025-10-01,202604
2025-11-01T00:00:00Z,468289.0695619936,447522.2430466095,488857.24225254555,431534,高雄港,total_container_count,空實櫃總個數,36755.06956199359,0.08517305603265,2025-10-01,202511
2025-12-01T00:00:00Z,482900.89345123013,461519.97157991584,502789.62082050287,476962,高雄港,total_container_count,空實櫃總個數,5938.893451230135,0.012451502323518718,2025-10-01,202512
2026-01-01T00:00:00Z,461245.01956978074,440963.0234473533,480248.653297229,468441,高雄港,total_container_count,空實櫃總個數,7195.980430219264,0.01536155125238667,2025-10-01,202601
2026-02-01T00:00:00Z,412798.026057355,392261.9875080299,433172.26137606543,387161,高雄港,total_container_count,空實櫃總個數,25637.02605735499,0.06621799731211302,2025-10-01,202602
2026-03-01T00:00:00Z,494974.8924738189,473256.9208419181,515437.91245537414,474331,高雄港,total_container_count,空實櫃總個數,20643.89247381891,0.0435221237359964,2025-10-01,202603
2026-04-01T00:00:00Z,461163.55390145903,439883.80309557234,480452.807606271,437467,高雄港,total_container_count,空實櫃總個數,23696.553901459032,0.05416763756228249,2025-10-01,202604
