ym,ds,port,empty_container_count,total_container_count,pred_empty_share,pred_load_ratio_vs_q75,pred_empty_share_ratio_vs_q75,proxy_risk_score,proxy_risk_level,is_validation,actual_empty_share,actual_risk_level
202509,2025-09-01T00:00:00Z,基隆港,22847.858730496006,83068.56632328729,0.2758952830298615,0.9361051440275336,1.118823529540673,1.0366002560597602,watch,TRUE,0.28352627316468965,high
202509,2025-09-01T00:00:00Z,高雄港,73988.3603603546,477628.848666688,0.1534279498625351,0.9076000713849861,1.094837141153506,1.010580459757672,watch,TRUE,0.17067447734970995,high
202509,2025-09-01T00:00:00Z,臺中港,10446.91254223951,75189.45387300864,0.15710590644928266,0.7312548700236683,0.904521075383702,0.8265512829716869,normal,TRUE,0.14695217561740495,normal
202509,2025-09-01T00:00:00Z,臺北港,6088.836785560567,65234.666866475134,0.11128767850574002,0.6651609952380116,0.6735416953802336,0.6697703803162338,normal,TRUE,0.1416883654870399,normal
202510,2025-10-01T00:00:00Z,基隆港,21574.98039682313,80108.6165312268,0.26899700589069997,0.9027492749057827,1.090849311598893,1.0062042950869934,watch,TRUE,0.24492403990350137,watch
202510,2025-10-01T00:00:00Z,高雄港,70560.30980995884,464522.9907585465,0.15002973414897255,0.8826960531159985,1.070588021092962,0.9860366355033283,watch,TRUE,0.1643798719817479,high
202510,2025-10-01T00:00:00Z,臺中港,11117.845880968485,76636.73915665553,0.15983246965131503,0.7453304399003674,0.9202189821991921,0.8415191381647211,normal,TRUE,0.14693502526726182,normal
202510,2025-10-01T00:00:00Z,臺北港,6337.833817551113,63015.7793483098,0.11802928041613929,0.6425362544245877,0.714343606618545,0.6820302981312643,normal,TRUE,0.11757810293203774,normal
202511,2025-11-01T00:00:00Z,基隆港,24202.021968985926,90310.20500135909,0.2730678698029753,1.0177116471583258,1.1073576704247259,1.067016959954846,watch,TRUE,0.2568201870478207,watch
202511,2025-11-01T00:00:00Z,高雄港,79720.65635190303,487747.7260046104,0.1622671125770012,0.926828168305579,1.1579119827659194,1.0539242662587662,watch,TRUE,0.1529103152938123,watch
202511,2025-11-01T00:00:00Z,臺中港,11557.13841488358,83441.24410072691,0.15436558715284404,0.8115076379267856,0.8887439692714658,0.8539876201663599,normal,TRUE,0.1484359124541293,normal
202511,2025-11-01T00:00:00Z,臺北港,7723.500855419052,71387.38456772034,0.12049556127362734,0.7278967770877998,0.7292701736234506,0.7286521451824077,normal,TRUE,0.14520890997759325,normal
202512,2025-12-01T00:00:00Z,基隆港,26687.763088990734,94644.23097826022,0.28936325071404506,1.066552071291043,1.1734394656113418,1.1253401381672075,high,TRUE,0.27329384724186706,high
202512,2025-12-01T00:00:00Z,高雄港,77599.36530052079,503120.0863196294,0.15355964485293486,0.9560390406350335,1.0957768953959546,1.0328948607535402,watch,TRUE,0.15610887240492954,high
202512,2025-12-01T00:00:00Z,臺中港,11777.062975875922,87429.00377952513,0.1499204399569815,0.850290586005253,0.8631514921156919,0.8573640843659944,normal,TRUE,0.16410032203715158,normal
202512,2025-12-01T00:00:00Z,臺北港,6369.018084939235,70489.76174428595,0.10845613263449265,0.7187442249362564,0.6564044504284621,0.6844573489569696,normal,TRUE,0.1342598648354044,normal
202601,2026-01-01T00:00:00Z,基隆港,24662.450548190016,82705.97896650324,0.3007761752593336,0.9417428836827028,1.1755215194926327,1.0703211333781644,watch,TRUE,0.2902542840129678,high
202601,2026-01-01T00:00:00Z,高雄港,80485.84190419393,461245.01956978074,0.17719204311981085,0.892581852709885,1.205596046937485,1.0647396595350649,watch,TRUE,0.16201399962855514,high
202601,2026-01-01T00:00:00Z,臺中港,12264.182086347764,81517.15107763365,0.15612282317718387,0.8082969452569263,0.9060592974126648,0.8620662389425825,normal,TRUE,0.14284386185097384,normal
202601,2026-01-01T00:00:00Z,臺北港,8314.467369982094,72199.39167171031,0.1305028383399189,0.7590128720175806,0.798268629158937,0.7806035384453267,normal,TRUE,0.1427818571478762,normal
202602,2026-02-01T00:00:00Z,高雄港,76400.72006189865,412798.026057355,0.1832463496218419,0.7988292800146201,1.2467889123578648,1.0452070778034046,watch,TRUE,0.15948403893987256,watch
202602,2026-02-01T00:00:00Z,基隆港,18742.081159486523,65766.15446701806,0.2739363698462845,0.7488552669399617,1.0706236870269112,0.9258278979877841,normal,TRUE,0.2867358045594727,high
202602,2026-02-01T00:00:00Z,臺中港,8645.04373959513,68990.0052372013,0.13813563979146878,0.6840819355104962,0.8016706218223074,0.7487557129819924,normal,TRUE,0.1589936493915904,normal
202602,2026-02-01T00:00:00Z,臺北港,6197.683264132209,62026.30602852259,0.12621765847591512,0.6520659466691469,0.772056749791012,0.7180608883861728,normal,TRUE,0.12760477984459617,normal
202603,2026-03-01T00:00:00Z,高雄港,84828.87861705711,494974.8924738189,0.17662997476013798,0.9578544760900505,1.2017717928649019,1.0920090003162188,watch,TRUE,0.16954405257088404,high
202603,2026-03-01T00:00:00Z,基隆港,23714.866327304968,87432.24259675041,0.27525782508248764,0.9955591276328084,1.0757883217120343,1.0396851843763826,watch,TRUE,0.2326157340291872,normal
202603,2026-03-01T00:00:00Z,臺中港,13013.723684208082,90081.41851013592,0.14723389058592978,0.8932173713579598,0.8544723490442008,0.8719076090853923,normal,TRUE,0.1454814847823181,normal
202603,2026-03-01T00:00:00Z,臺北港,8220.552000389032,76959.3737908094,0.12458928721823716,0.8090532894687066,0.7620962178350508,0.7832269000701959,normal,TRUE,0.15463019426779337,normal
202604,2026-04-01T00:00:00Z,高雄港,80817.80123344011,461163.55390145903,0.1783047748956008,0.8924242037942812,1.213166957044814,1.0688327180820743,watch,TRUE,0.15849881248185577,watch
202604,2026-04-01T00:00:00Z,基隆港,23725.373704900856,85695.56229777269,0.2797585853662811,0.9757841810904718,1.0933786131076717,1.0404611186999317,watch,TRUE,0.27188765617650096,watch
202604,2026-04-01T00:00:00Z,臺中港,11613.70304359069,84187.07570038336,0.1441584319068137,0.8347710293987968,0.8366239148863126,0.8357901164169306,normal,TRUE,0.13447116013168997,normal
202604,2026-04-01T00:00:00Z,臺北港,8340.483906224155,78044.79878943559,0.12515342833251414,0.8204640718380786,0.7655469945359613,0.7902596793219141,normal,TRUE,0.14483907475934332,normal
202605,2026-05-01T00:00:00Z,基隆港,24557.55010828474,87728.65738994944,0.2827526093472252,0.9968202774726241,1.0853087860989996,1.0454889572171306,watch,FALSE,NA,NA
202605,2026-05-01T00:00:00Z,高雄港,77395.26765016044,467772.6610921961,0.1655937855641377,0.9057054960585008,1.0777614156041002,1.0003362518085805,watch,FALSE,NA,NA
202605,2026-05-01T00:00:00Z,臺中港,12352.101801620749,87540.74797738418,0.14518921093368614,0.8720848365465992,0.8471941216348831,0.8583949433451553,normal,FALSE,NA,NA
202605,2026-05-01T00:00:00Z,臺北港,9205.473475830415,84913.23618407227,0.12619950370203756,0.9059779482005673,0.7878689191633508,0.8410179822300983,normal,FALSE,NA,NA
202606,2026-06-01T00:00:00Z,基隆港,24775.481504628147,85684.76745910378,0.29073936162950553,0.9735964987370967,1.115964886654063,1.0518991120914283,watch,FALSE,NA,NA
202606,2026-06-01T00:00:00Z,高雄港,75746.07304084522,460958.3880449858,0.16408997827100377,0.892511641299885,1.0679739379428927,0.9890159044535394,watch,FALSE,NA,NA
202606,2026-06-01T00:00:00Z,臺中港,11243.50007851875,83816.63621720162,0.13830362910714022,0.8349850690589018,0.8070160367071397,0.8196021012654326,normal,FALSE,NA,NA
202606,2026-06-01T00:00:00Z,臺北港,7887.041067533696,78685.77550009351,0.12245281326171248,0.8395343369743935,0.7644781699047154,0.7982534450860705,normal,FALSE,NA,NA
202607,2026-07-01T00:00:00Z,基隆港,25934.24913142074,88179.2050971895,0.29735923108318335,1.0019396432979712,1.1413743868439696,1.0786287522482705,watch,FALSE,NA,NA
202607,2026-07-01T00:00:00Z,高雄港,72661.00625954213,443486.2818907176,0.162691029048851,0.8586819973555603,1.0588689254033874,0.9687848077818653,watch,FALSE,NA,NA
202607,2026-07-01T00:00:00Z,臺北港,8669.800654437833,81692.9065420385,0.1276512103300691,0.8716187861578599,0.7969319859616951,0.8305410460499694,normal,FALSE,NA,NA
202607,2026-07-01T00:00:00Z,臺中港,11123.326975159216,84117.53580027638,0.13885749809586886,0.8379826441286338,0.8102479197677969,0.8227285457301736,normal,FALSE,NA,NA
202608,2026-08-01T00:00:00Z,基隆港,24759.54971279493,87382.12144068601,0.28623390240193913,0.9928827492876939,1.0986712726485992,1.0510664371361917,watch,FALSE,NA,NA
202608,2026-08-01T00:00:00Z,高雄港,78822.30449074056,460554.15459131164,0.17078582018249397,0.8917289609700244,1.1115535930163245,1.0126325085954895,watch,FALSE,NA,NA
202608,2026-08-01T00:00:00Z,臺中港,11867.64249631498,87159.68774601496,0.14081550162002343,0.8682886975225885,0.821673073642087,0.8426501043883128,normal,FALSE,NA,NA
202608,2026-08-01T00:00:00Z,臺北港,7321.0940603077415,78234.37958166262,0.1172776401544623,0.8347181885576778,0.7321693420338923,0.7783163229695957,normal,FALSE,NA,NA
202609,2026-09-01T00:00:00Z,基隆港,23671.053145553677,82136.76959193358,0.2876146584946232,0.9332822351469867,1.103971123717381,1.0271611238607037,watch,FALSE,NA,NA
202609,2026-09-01T00:00:00Z,高雄港,75805.7288734263,438748.74705363344,0.1712353375156864,0.8495091411871446,1.1144792610038614,0.9952427070863389,watch,FALSE,NA,NA
202609,2026-09-01T00:00:00Z,臺中港,11263.607212632822,79203.1912832801,0.1487562285118851,0.7890257248212321,0.8680080395877722,0.8324659979428293,normal,FALSE,NA,NA
202609,2026-09-01T00:00:00Z,臺北港,6992.54853999809,75230.6068637644,0.11991067934351377,0.8026695708613387,0.7486075187234827,0.7729354421855179,normal,FALSE,NA,NA
202610,2026-10-01T00:00:00Z,基隆港,22665.251369018108,80411.08548415775,0.28076628307061036,0.9136740824370118,1.07768453334658,1.0038798304372745,watch,FALSE,NA,NA
202610,2026-10-01T00:00:00Z,高雄港,74171.16369305845,433138.3822781962,0.1690733417245533,0.838646304098414,1.1004079863093215,0.9826152293144131,watch,FALSE,NA,NA
202610,2026-10-01T00:00:00Z,臺中港,11823.549135589548,79663.04376185287,0.1529056606733447,0.7936067957268095,0.8922204071094672,0.8478442819872712,normal,FALSE,NA,NA
202610,2026-10-01T00:00:00Z,臺北港,7667.606544524829,77150.69436299964,0.12442680234208169,0.8231558579362035,0.7768018684737902,0.7976611637318762,normal,FALSE,NA,NA
202611,2026-11-01T00:00:00Z,基隆港,24208.10668681784,87109.4228942567,0.28111463639967216,0.9897842014607304,1.0790216418866938,1.0388647936950104,watch,FALSE,NA,NA
202611,2026-11-01T00:00:00Z,高雄港,76996.94031233217,436606.6043743874,0.17376655600634489,0.8453615058948114,1.1309536088448844,1.0024371625173516,watch,FALSE,NA,NA
202611,2026-11-01T00:00:00Z,臺中港,12811.403333693595,84699.3426746332,0.15498563344864402,0.8437786301654018,0.9043572642289608,0.8770968789003593,normal,FALSE,NA,NA
202611,2026-11-01T00:00:00Z,臺北港,8804.429763110109,82148.0627259239,0.13039426795569656,0.8764750545574459,0.8140570124737527,0.8421451314114147,normal,FALSE,NA,NA
202612,2026-12-01T00:00:00Z,基隆港,26496.680658098518,90805.24050855295,0.2969178249691562,1.0317780726697188,1.1396801073998384,1.0911241917712846,watch,FALSE,NA,NA
202612,2026-12-01T00:00:00Z,高雄港,76085.14713110733,450208.09189534915,0.16805835942708264,0.8716968243667008,1.093802009194852,0.993854676022184,watch,FALSE,NA,NA
202612,2026-12-01T00:00:00Z,臺中港,11970.839894016519,87588.24996855293,0.14103015817643547,0.8725580535016879,0.822925616937785,0.8452602133915413,normal,FALSE,NA,NA
202612,2026-12-01T00:00:00Z,臺北港,7416.991624384973,83564.68584262118,0.11465674480355811,0.8915896510834425,0.7158069798471717,0.7949091819034936,normal,FALSE,NA,NA
