20呎標準貨櫃,來源洲,年月,目的洲,目的港,臺灣港
4,未知,2025/01,亞洲,CNLYG,TWKHH
153,未知,2025/01,亞洲,CNXMN,TWKHH
52,未知,2025/01,亞洲,CNLYG,TWKCX
50,未知,2025/01,南美洲,CLVAP,TWKEL
400,未知,2025/01,亞洲,CNDLC,TWKEL
674,未知,2025/01,亞洲,CNGCT,TWKEL
100,未知,2025/01,亞洲,CNHMN,TWKEL
49,未知,2025/01,亞洲,CNHSK,TWKEL
423,未知,2025/01,亞洲,CNJGY,TWKEL
27,未知,2025/01,亞洲,CNNBO,TWKEL
3088,未知,2025/01,亞洲,CNNGB,TWKEL
348,未知,2025/01,亞洲,CNNSA,TWKEL
2100,未知,2025/01,亞洲,CNNSS,TWKEL
100,未知,2025/01,亞洲,CNRZH,TWKEL
4434,未知,2025/01,亞洲,CNSHG,TWKEL
2060,未知,2025/01,亞洲,CNSHK,TWKEL
3972,未知,2025/01,亞洲,CNSHK,TWKEL
1016,未知,2025/01,亞洲,CNSWA,TWKEL
1860,未知,2025/01,亞洲,CNTAC,TWKEL
1360,未知,2025/01,亞洲,CNTCA,TWKEL
890,未知,2025/01,亞洲,CNWNZ,TWKEL
3091,未知,2025/01,亞洲,CNXMN,TWKEL
11361,未知,2025/01,亞洲,HKHKG,TWKEL
2,未知,2025/01,亞洲,JPMYJ,TWKEL
100,未知,2025/01,亞洲,JPOIT,TWKEL
8,未知,2025/01,亞洲,JPUKB,TWKEL
160,未知,2025/01,亞洲,KRINC,TWKEL
523,未知,2025/01,亞洲,KRPUS,TWKEL
12,未知,2025/01,大洋洲,NZLYT,TWKEL
188,未知,2025/01,大洋洲,NZNPE,TWKEL
104,未知,2025/01,大洋洲,NZTRG,TWKEL
70,未知,2025/01,亞洲,VNCLI,TWKEL
2,未知,2025/01,亞洲,VNDAD,TWKEL
92,未知,2025/01,亞洲,VNHPH,TWKEL
40,未知,2025/01,亞洲,VNSGN,TWKEL
28,未知,2025/01,大洋洲,AUBNE,TWKHH
148,未知,2025/01,大洋洲,AUMEL,TWKHH
4,未知,2025/01,南美洲,BRSSZ,TWKHH
318,未知,2025/01,亞洲,CNDLC,TWKHH
100,未知,2025/01,亞洲,CNDLI,TWKHH
2018,未知,2025/01,亞洲,CNFOC,TWKHH
150,未知,2025/01,亞洲,CNFUG,TWKHH
135,未知,2025/01,亞洲,CNGCT,TWKHH
20,未知,2025/01,亞洲,CNHMN,TWKHH
14,未知,2025/01,亞洲,CNHMP,TWKHH
97,未知,2025/01,亞洲,CNHSK,TWKHH
329,未知,2025/01,亞洲,CNJIA,TWKHH
326,未知,2025/01,亞洲,CNJYN,TWKHH
54,未知,2025/01,亞洲,CNLYG,TWKHH
55,未知,2025/01,亞洲,CNMAW,TWKHH
1138,未知,2025/01,亞洲,CNNGB,TWKHH
113,未知,2025/01,亞洲,CNNSA,TWKHH
230,未知,2025/01,亞洲,CNNSS,TWKHH
413,未知,2025/01,亞洲,CNRZH,TWKHH
2679,未知,2025/01,亞洲,CNSHG,TWKHH
323,未知,2025/01,亞洲,CNSHK,TWKHH
992,未知,2025/01,亞洲,CNSHK,TWKHH
114,未知,2025/01,亞洲,CNSWA,TWKHH
720,未知,2025/01,亞洲,CNTAC,TWKHH
31,未知,2025/01,亞洲,CNTCA,TWKHH
300,未知,2025/01,亞洲,CNWNZ,TWKHH
206,未知,2025/01,亞洲,CNXGA,TWKHH
4,未知,2025/01,亞洲,CNXGG,TWKHH
120,未知,2025/01,亞洲,CNXHK,TWKHH
290,未知,2025/01,亞洲,CNXHT,TWKHH
4733,未知,2025/01,亞洲,CNXMN,TWKHH
44,未知,2025/01,亞洲,CNYJG,TWKHH
60,未知,2025/01,南美洲,ECGYE,TWKHH
5039,未知,2025/01,亞洲,HKHKG,TWKHH
6,未知,2025/01,亞洲,IDSUB,TWKHH
200,未知,2025/01,亞洲,INMUN,TWKHH
206,未知,2025/01,亞洲,INNSA,TWKHH
99,未知,2025/01,亞洲,JPMOJ,TWKHH
16,未知,2025/01,亞洲,JPMYJ,TWKHH
75,未知,2025/01,亞洲,JPNGO,TWKHH
1,未知,2025/01,亞洲,JPOSA,TWKHH
120,未知,2025/01,亞洲,JPTKY,TWKHH
4,未知,2025/01,亞洲,JPUKB,TWKHH
8,未知,2025/01,亞洲,JPYAT,TWKHH
20,未知,2025/01,亞洲,JPYOK,TWKHH
4,未知,2025/01,亞洲,KRKAN,TWKHH
6,未知,2025/01,亞洲,KRKWY,TWKHH
2196,未知,2025/01,亞洲,KRPUS,TWKHH
8,未知,2025/01,亞洲,KRUSN,TWKHH
7,未知,2025/01,亞洲,MYPKG,TWKHH
2,未知,2025/01,亞洲,MYTPP,TWKHH
8,未知,2025/01,大洋洲,NZLYT,TWKHH
28,未知,2025/01,大洋洲,NZNPE,TWKHH
134,未知,2025/01,大洋洲,NZTRG,TWKHH
51,未知,2025/01,亞洲,PHDVO,TWKHH
260,未知,2025/01,亞洲,PHGTC,TWKHH
616,未知,2025/01,亞洲,SGSIN,TWKHH
60,未知,2025/01,亞洲,THLCB,TWKHH
41,未知,2025/01,亞洲,THLCH,TWKHH
8,未知,2025/01,歐洲,TRYAR,TWKHH
1088,未知,2025/01,亞洲,VNCLI,TWKHH
4,未知,2025/01,亞洲,VNCLP,TWKHH
36,未知,2025/01,亞洲,VNDAD,TWKHH
184,未知,2025/01,亞洲,VNHCM,TWKHH
1105,未知,2025/01,亞洲,VNHPH,TWKHH
26,未知,2025/01,亞洲,VNSGN,TWKHH
3662,未知,2025/01,亞洲,VNVUT,TWKHH
122,未知,2025/01,亞洲,CNDLI,TWKHH
2117,未知,2025/01,亞洲,CNFZU,TWKHH
1040,未知,2025/01,亞洲,CNNBO,TWKHH
1809,未知,2025/01,亞洲,CNQND,TWKHH
600,未知,2025/01,亞洲,CNRZH,TWKHH
1335,未知,2025/01,亞洲,CNSHG,TWKHH
1332,未知,2025/01,亞洲,CNXGA,TWKHH
1519,未知,2025/01,亞洲,CNXHK,TWKHH
20,未知,2025/01,亞洲,CNXHT,TWKHH
900,未知,2025/01,亞洲,CNXHW,TWKHH
1012,未知,2025/01,亞洲,CNXSM,TWKHH
2201,未知,2025/01,亞洲,CNXTH,TWKHH
952,未知,2025/01,亞洲,CNYJG,TWKHH
1,未知,2025/01,亞洲,HKGHK,TWKHH
4593,未知,2025/01,亞洲,HKHKG,TWKHH
22,未知,2025/01,亞洲,IDSUB,TWKHH
400,未知,2025/01,亞洲,INNXV,TWKHH
17,未知,2025/01,亞洲,JPKBE,TWKHH
29,未知,2025/01,亞洲,JPNGY,TWKHH
2,未知,2025/01,亞洲,JPSMZ,TWKHH
6,未知,2025/01,亞洲,JPTYO,TWKHH
7,未知,2025/01,亞洲,JPYKH,TWKHH
760,未知,2025/01,亞洲,KRICH,TWKHH
324,未知,2025/01,亞洲,KRKPQ,TWKHH
1222,未知,2025/01,亞洲,KRPUS,TWKHH
120,未知,2025/01,北美洲,MXMZO,TWKHH
8,未知,2025/01,南美洲,PECAL,TWKHH
9,未知,2025/01,亞洲,SGSGP,TWKHH
16,未知,2025/01,北美洲,USBAL,TWKHH
104,未知,2025/01,北美洲,USTCM,TWKHH
200,未知,2025/01,亞洲,VNDNG,TWKHH
22,未知,2025/01,亞洲,VNHPG,TWKHH
4,未知,2025/01,亞洲,CNDLC,TWTXG
52,未知,2025/01,亞洲,CNNGB,TWTXG
114,未知,2025/01,亞洲,CNRZH,TWTXG
364,未知,2025/01,亞洲,CNSHG,TWTXG
40,未知,2025/01,亞洲,CNTCA,TWTXG
42,未知,2025/01,亞洲,CNTSN,TWTXG
10,未知,2025/01,亞洲,CNTXG,TWTXG
42,未知,2025/01,亞洲,CNXMN,TWTXG
490,未知,2025/01,亞洲,CNNGB,TWTPE
294,未知,2025/01,亞洲,CNNSS,TWTPE
370,未知,2025/01,亞洲,CNSHG,TWTPE
1462,未知,2025/01,亞洲,CNSHK,TWTPE
566,未知,2025/01,亞洲,CNXMN,TWTPE
400,未知,2025/01,亞洲,CNYTN,TWTPE
1508,未知,2025/01,亞洲,HKHKG,TWTPE
30,未知,2025/01,亞洲,JPHKT,TWTPE
7,未知,2025/01,亞洲,JPMOJ,TWTPE
11,未知,2025/01,亞洲,JPNGO,TWTPE
21,未知,2025/01,亞洲,JPOSA,TWTPE
1,未知,2025/01,亞洲,JPSMZ,TWTPE
119,未知,2025/01,亞洲,JPTKY,TWTPE
13,未知,2025/01,亞洲,JPUKB,TWTPE
11,未知,2025/01,亞洲,JPYKK,TWTPE
43,未知,2025/01,亞洲,JPYOK,TWTPE
40,未知,2025/01,亞洲,KRINC,TWTPE
400,未知,2025/01,亞洲,KRKAN,TWTPE
57,未知,2025/01,亞洲,KRPUS,TWTPE
48,未知,2025/01,亞洲,KRUSN,TWTPE
300,未知,2025/01,亞洲,VNCLI,TWTPE
154,未知,2025/01,亞洲,VNDAD,TWTPE
14,未知,2025/01,亞洲,VNDNG,TWTPE
4,未知,2025/01,亞洲,VNHPH,TWTPE
360,未知,2025/01,亞洲,VNTCT,TWTPE
75,未知,2025/01,亞洲,CNCNG,TWTXG
208,未知,2025/01,亞洲,CNDLC,TWTXG
140,未知,2025/01,亞洲,CNHMN,TWTXG
4,未知,2025/01,亞洲,CNHSK,TWTXG
270,未知,2025/01,亞洲,CNJGY,TWTXG
182,未知,2025/01,亞洲,CNLYG,TWTXG
202,未知,2025/01,亞洲,CNNBO,TWTXG
1714,未知,2025/01,亞洲,CNNGB,TWTXG
80,未知,2025/01,亞洲,CNNSA,TWTXG
580,未知,2025/01,亞洲,CNRZH,TWTXG
972,未知,2025/01,亞洲,CNSHG,TWTXG
108,未知,2025/01,亞洲,CNSHG,TWTXG
476,未知,2025/01,亞洲,CNSHK,TWTXG
20,未知,2025/01,亞洲,CNSWA,TWTXG
456,未知,2025/01,亞洲,CNTAC,TWTXG
66,未知,2025/01,亞洲,CNTXG,TWTXG
380,未知,2025/01,亞洲,CNWNZ,TWTXG
624,未知,2025/01,亞洲,CNXIA,TWTXG
506,未知,2025/01,亞洲,CNXMN,TWTXG
172,未知,2025/01,歐洲,GBSUA,TWTXG
398,未知,2025/01,亞洲,HKHKG,TWTXG
1,未知,2025/01,亞洲,INNSA,TWTXG
80,未知,2025/01,亞洲,JPHSM,TWTXG
23,未知,2025/01,亞洲,JPKSM,TWTXG
6,未知,2025/01,亞洲,JPMOJ,TWTXG
180,未知,2025/01,亞洲,JPNAH,TWTXG
10,未知,2025/01,亞洲,JPNGO,TWTXG
19,未知,2025/01,亞洲,JPOSA,TWTXG
20,未知,2025/01,亞洲,JPSBS,TWTXG
161,未知,2025/01,亞洲,JPTYO,TWTXG
2,未知,2025/01,亞洲,JPUKB,TWTXG
8,未知,2025/01,亞洲,JPYAT,TWTXG
30,未知,2025/01,亞洲,JPYKK,TWTXG
159,未知,2025/01,亞洲,KRPUS,TWTXG
12,未知,2025/01,亞洲,KRUSN,TWTXG
4,未知,2025/02,亞洲,CNSHG,TWKHH
80,未知,2025/02,亞洲,VNCLI,TWKHH
324,未知,2025/02,亞洲,VNDAD,TWKHH
250,未知,2025/02,南美洲,CLVAP,TWKEL
4,未知,2025/02,亞洲,CNDLC,TWKEL
397,未知,2025/02,亞洲,CNGCT,TWKEL
40,未知,2025/02,亞洲,CNHMN,TWKEL
52,未知,2025/02,亞洲,CNHMP,TWKEL
2970,未知,2025/02,亞洲,CNNGB,TWKEL
80,未知,2025/02,亞洲,CNNSA,TWKEL
6,未知,2025/02,亞洲,CNRZH,TWKEL
2029,未知,2025/02,亞洲,CNSHG,TWKEL
684,未知,2025/02,亞洲,CNSHK,TWKEL
2271,未知,2025/02,亞洲,CNSHK,TWKEL
748,未知,2025/02,亞洲,CNTAC,TWKEL
720,未知,2025/02,亞洲,CNWNZ,TWKEL
160,未知,2025/02,亞洲,CNXMN,TWKEL
7221,未知,2025/02,亞洲,HKHKG,TWKEL
8,未知,2025/02,亞洲,JPHSM,TWKEL
10,未知,2025/02,亞洲,JPMYJ,TWKEL
6,未知,2025/02,亞洲,JPNGO,TWKEL
8,未知,2025/02,亞洲,JPUKB,TWKEL
160,未知,2025/02,亞洲,JPYOK,TWKEL
240,未知,2025/02,亞洲,KRINC,TWKEL
1664,未知,2025/02,亞洲,KRPUS,TWKEL
72,未知,2025/02,大洋洲,NZNPE,TWKEL
116,未知,2025/02,大洋洲,NZTRG,TWKEL
80,未知,2025/02,大洋洲,NZWLG,TWKEL
250,未知,2025/02,南美洲,PECLL,TWKEL
44,未知,2025/02,亞洲,THLCB,TWKEL
60,未知,2025/02,亞洲,THLCH,TWKEL
20,未知,2025/02,亞洲,VNCLI,TWKEL
64,未知,2025/02,亞洲,VNDAD,TWKEL
327,未知,2025/02,亞洲,VNSGN,TWKEL
129,未知,2025/02,大洋洲,AUBNE,TWKHH
250,未知,2025/02,大洋洲,AUMEL,TWKHH
1039,未知,2025/02,亞洲,CNFOC,TWKHH
21,未知,2025/02,亞洲,CNFUG,TWKHH
1,未知,2025/02,亞洲,CNGCT,TWKHH
97,未知,2025/02,亞洲,CNHSK,TWKHH
91,未知,2025/02,亞洲,CNJIA,TWKHH
100,未知,2025/02,亞洲,CNLYG,TWKHH
257,未知,2025/02,亞洲,CNMAW,TWKHH
197,未知,2025/02,亞洲,CNNGB,TWKHH
5,未知,2025/02,亞洲,CNNKG,TWKHH
32,未知,2025/02,亞洲,CNNSA,TWKHH
50,未知,2025/02,亞洲,CNNSS,TWKHH
306,未知,2025/02,亞洲,CNRZH,TWKHH
615,未知,2025/02,亞洲,CNSHG,TWKHH
128,未知,2025/02,亞洲,CNSHK,TWKHH
792,未知,2025/02,亞洲,CNSHK,TWKHH
260,未知,2025/02,亞洲,CNTAC,TWKHH
110,未知,2025/02,亞洲,CNWNZ,TWKHH
500,未知,2025/02,亞洲,CNXGA,TWKHH
48,未知,2025/02,亞洲,CNXGG,TWKHH
2629,未知,2025/02,亞洲,CNXMN,TWKHH
8553,未知,2025/02,亞洲,HKHKG,TWKHH
3,未知,2025/02,亞洲,IDSUB,TWKHH
1,未知,2025/02,亞洲,INNSA,TWKHH
3,未知,2025/02,亞洲,JPHIJ,TWKHH
52,未知,2025/02,亞洲,JPHKT,TWKHH
4,未知,2025/02,亞洲,JPHSM,TWKHH
10,未知,2025/02,亞洲,JPMOJ,TWKHH
2,未知,2025/02,亞洲,JPNAH,TWKHH
28,未知,2025/02,亞洲,JPNGO,TWKHH
16,未知,2025/02,亞洲,JPOSA,TWKHH
407,未知,2025/02,亞洲,JPTKY,TWKHH
2,未知,2025/02,亞洲,JPTYO,TWKHH
32,未知,2025/02,亞洲,JPUKB,TWKHH
30,未知,2025/02,亞洲,JPYAT,TWKHH
20,未知,2025/02,亞洲,JPYOK,TWKHH
17,未知,2025/02,亞洲,KRBNP,TWKHH
2,未知,2025/02,亞洲,KRKAN,TWKHH
2,未知,2025/02,亞洲,KRKWY,TWKHH
702,未知,2025/02,亞洲,KRPUS,TWKHH
1,未知,2025/02,亞洲,MYPGU,TWKHH
2,未知,2025/02,亞洲,MYPKG,TWKHH
170,未知,2025/02,亞洲,MYTPP,TWKHH
40,未知,2025/02,大洋洲,NZAKL,TWKHH
280,未知,2025/02,大洋洲,NZLYT,TWKHH
213,未知,2025/02,大洋洲,NZNPE,TWKHH
302,未知,2025/02,大洋洲,NZTRG,TWKHH
80,未知,2025/02,大洋洲,NZWLG,TWKHH
16,未知,2025/02,南美洲,PECLL,TWKHH
20,未知,2025/02,亞洲,PHCGY,TWKHH
170,未知,2025/02,亞洲,PHDVO,TWKHH
211,未知,2025/02,亞洲,PHGTC,TWKHH
686,未知,2025/02,亞洲,SGSIN,TWKHH
116,未知,2025/02,亞洲,THLCB,TWKHH
660,未知,2025/02,亞洲,THLCH,TWKHH
1,未知,2025/02,北美洲,USNYC,TWKHH
60,未知,2025/02,北美洲,USSEA,TWKHH
1016,未知,2025/02,亞洲,VNCLI,TWKHH
100,未知,2025/02,亞洲,VNCLP,TWKHH
500,未知,2025/02,亞洲,VNCMP,TWKHH
477,未知,2025/02,亞洲,VNDAD,TWKHH
187,未知,2025/02,亞洲,VNHCM,TWKHH
50,未知,2025/02,亞洲,VNSGN,TWKHH
1873,未知,2025/02,亞洲,VNVUT,TWKHH
6,未知,2025/02,非洲,ZACPT,TWKHH
38,未知,2025/02,亞洲,BNMRI,TWKHH
326,未知,2025/02,亞洲,CNDLI,TWKHH
88,未知,2025/02,亞洲,CNFOC,TWKHH
861,未知,2025/02,亞洲,CNFZU,TWKHH
110,未知,2025/02,亞洲,CNJYN,TWKHH
400,未知,2025/02,亞洲,CNNBO,TWKHH
4,未知,2025/02,亞洲,CNQND,TWKHH
606,未知,2025/02,亞洲,CNRZH,TWKHH
209,未知,2025/02,亞洲,CNSHG,TWKHH
850,未知,2025/02,亞洲,CNXGA,TWKHH
2023,未知,2025/02,亞洲,CNXHK,TWKHH
4,未知,2025/02,亞洲,CNXMN,TWKHH
713,未知,2025/02,亞洲,CNXSM,TWKHH
1101,未知,2025/02,亞洲,CNXTH,TWKHH
500,未知,2025/02,亞洲,CNYJG,TWKHH
300,未知,2025/02,歐洲,GRPIR,TWKHH
6054,未知,2025/02,亞洲,HKHKG,TWKHH
80,未知,2025/02,亞洲,JPHKT,TWKHH
66,未知,2025/02,亞洲,JPKBE,TWKHH
3,未知,2025/02,亞洲,JPNGY,TWKHH
14,未知,2025/02,亞洲,JPTYO,TWKHH
1802,未知,2025/02,亞洲,KRICH,TWKHH
150,未知,2025/02,亞洲,KRKPQ,TWKHH
770,未知,2025/02,亞洲,KRPUS,TWKHH
264,未知,2025/02,北美洲,MXMZO,TWKHH
1,未知,2025/02,亞洲,MYJHR,TWKHH
92,未知,2025/02,南美洲,PECAL,TWKHH
440,未知,2025/02,亞洲,SGSGP,TWKHH
352,未知,2025/02,亞洲,THLCH,TWKHH
8,未知,2025/02,北美洲,USNFK,TWKHH
12,未知,2025/02,北美洲,USNYC,TWKHH
500,未知,2025/02,北美洲,USTCM,TWKHH
80,未知,2025/02,亞洲,VNDNG,TWKHH
2,未知,2025/02,亞洲,VNHCM,TWKHH
2,未知,2025/02,亞洲,VNHPG,TWKHH
208,未知,2025/02,亞洲,CNNGB,TWTXG
408,未知,2025/02,亞洲,CNSHG,TWTXG
10,未知,2025/02,亞洲,CNXMN,TWTXG
8,未知,2025/02,亞洲,CNFOC,TWTPE
4,未知,2025/02,亞洲,CNNGB,TWTPE
296,未知,2025/02,亞洲,CNSHG,TWTPE
532,未知,2025/02,亞洲,CNSHK,TWTPE
574,未知,2025/02,亞洲,CNXMN,TWTPE
100,未知,2025/02,亞洲,HKHKG,TWTPE
1,未知,2025/02,亞洲,INNSA,TWTPE
426,未知,2025/02,亞洲,JPHKT,TWTPE
66,未知,2025/02,亞洲,JPMOJ,TWTPE
15,未知,2025/02,亞洲,JPNGO,TWTPE
2,未知,2025/02,亞洲,JPOSA,TWTPE
1,未知,2025/02,亞洲,JPSMZ,TWTPE
160,未知,2025/02,亞洲,JPTKY,TWTPE
13,未知,2025/02,亞洲,JPTYO,TWTPE
1,未知,2025/02,亞洲,JPUKB,TWTPE
14,未知,2025/02,亞洲,JPYKK,TWTPE
52,未知,2025/02,亞洲,JPYOK,TWTPE
433,未知,2025/02,亞洲,KRKAN,TWTPE
342,未知,2025/02,亞洲,KRPUS,TWTPE
6,未知,2025/02,亞洲,KRUSN,TWTPE
4,未知,2025/02,亞洲,MYPKG,TWTPE
240,未知,2025/02,亞洲,VNCLI,TWTPE
64,未知,2025/02,亞洲,CNDLC,TWTXG
18,未知,2025/02,亞洲,CNGCT,TWTXG
144,未知,2025/02,亞洲,CNHMN,TWTXG
16,未知,2025/02,亞洲,CNLYG,TWTXG
80,未知,2025/02,亞洲,CNNBO,TWTXG
1136,未知,2025/02,亞洲,CNNGB,TWTXG
40,未知,2025/02,亞洲,CNNSA,TWTXG
92,未知,2025/02,亞洲,CNRZH,TWTXG
457,未知,2025/02,亞洲,CNSHG,TWTXG
2,未知,2025/02,亞洲,CNSHG,TWTXG
96,未知,2025/02,亞洲,CNSHK,TWTXG
140,未知,2025/02,亞洲,CNTAC,TWTXG
2,未知,2025/02,亞洲,CNTAO,TWTXG
192,未知,2025/02,亞洲,CNTXG,TWTXG
80,未知,2025/02,亞洲,CNWNZ,TWTXG
306,未知,2025/02,亞洲,CNXIA,TWTXG
209,未知,2025/02,亞洲,CNXMN,TWTXG
180,未知,2025/02,歐洲,GBSUA,TWTXG
1116,未知,2025/02,亞洲,HKHKG,TWTXG
1,未知,2025/02,亞洲,INNSA,TWTXG
40,未知,2025/02,亞洲,JPHSM,TWTXG
91,未知,2025/02,亞洲,JPKSM,TWTXG
15,未知,2025/02,亞洲,JPMOJ,TWTXG
8,未知,2025/02,亞洲,JPMYJ,TWTXG
130,未知,2025/02,亞洲,JPNAH,TWTXG
21,未知,2025/02,亞洲,JPOSA,TWTXG
80,未知,2025/02,亞洲,JPSBS,TWTXG
61,未知,2025/02,亞洲,JPTYO,TWTXG
12,未知,2025/02,亞洲,JPYKK,TWTXG
18,未知,2025/02,亞洲,JPYOK,TWTXG
45,未知,2025/02,亞洲,KRPUS,TWTXG
9,未知,2025/02,亞洲,KRUSN,TWTXG
300,未知,2025/02,亞洲,MYTPP,TWTXG
8,未知,2025/02,亞洲,VNCLP,TWTXG
100,未知,2025/02,亞洲,VNDAD,TWTXG
200,未知,2025/03,亞洲,CNFOC,TWKHH
96,未知,2025/03,亞洲,CNJYN,TWKHH
20,未知,2025/03,亞洲,CNXMN,TWKHH
8,未知,2025/03,亞洲,VNDAD,TWKHH
220,未知,2025/03,亞洲,VNHPH,TWKHH
200,未知,2025/03,南美洲,CLSVE,TWKEL
620,未知,2025/03,亞洲,CNATG,TWKEL
431,未知,2025/03,亞洲,CNDLC,TWKEL
197,未知,2025/03,亞洲,CNGCT,TWKEL
12,未知,2025/03,亞洲,CNHMN,TWKEL
24,未知,2025/03,亞洲,CNHMP,TWKEL
100,未知,2025/03,亞洲,CNJGY,TWKEL
4,未知,2025/03,亞洲,CNLYG,TWKEL
30,未知,2025/03,亞洲,CNNBO,TWKEL
2189,未知,2025/03,亞洲,CNNGB,TWKEL
44,未知,2025/03,亞洲,CNNIN,TWKEL
24,未知,2025/03,亞洲,CNNSA,TWKEL
420,未知,2025/03,亞洲,CNNSS,TWKEL
288,未知,2025/03,亞洲,CNRZH,TWKEL
2366,未知,2025/03,亞洲,CNSHG,TWKEL
1958,未知,2025/03,亞洲,CNSHK,TWKEL
6492,未知,2025/03,亞洲,CNSHK,TWKEL
1720,未知,2025/03,亞洲,CNSWA,TWKEL
660,未知,2025/03,亞洲,CNTAC,TWKEL
536,未知,2025/03,亞洲,CNTCA,TWKEL
34,未知,2025/03,亞洲,CNTSN,TWKEL
1854,未知,2025/03,亞洲,CNWNZ,TWKEL
428,未知,2025/03,亞洲,CNXGG,TWKEL
366,未知,2025/03,亞洲,CNXMN,TWKEL
990,未知,2025/03,亞洲,CNXNG,TWKEL
8350,未知,2025/03,亞洲,HKHKG,TWKEL
10,未知,2025/03,亞洲,JPMYJ,TWKEL
50,未知,2025/03,亞洲,JPNGO,TWKEL
68,未知,2025/03,亞洲,JPOIT,TWKEL
150,未知,2025/03,亞洲,JPUKB,TWKEL
4,未知,2025/03,亞洲,JPYAT,TWKEL
20,未知,2025/03,亞洲,KRINC,TWKEL
201,未知,2025/03,亞洲,KRPUS,TWKEL
300,未知,2025/03,大洋洲,NZLYT,TWKEL
20,未知,2025/03,大洋洲,NZNPE,TWKEL
4,未知,2025/03,大洋洲,NZWLG,TWKEL
430,未知,2025/03,南美洲,PECLL,TWKEL
34,未知,2025/03,亞洲,THLCH,TWKEL
162,未知,2025/03,亞洲,VNCLI,TWKEL
160,未知,2025/03,亞洲,VNCLP,TWKEL
330,未知,2025/03,亞洲,VNDAD,TWKEL
46,未知,2025/03,亞洲,VNSGN,TWKEL
160,未知,2025/03,亞洲,CNXMN,TWKHG
399,未知,2025/03,大洋洲,AUMEL,TWKHH
12,未知,2025/03,大洋洲,AUSYD,TWKHH
860,未知,2025/03,亞洲,CNDLC,TWKHH
2582,未知,2025/03,亞洲,CNFOC,TWKHH
100,未知,2025/03,亞洲,CNFUG,TWKHH
88,未知,2025/03,亞洲,CNGCT,TWKHH
2,未知,2025/03,亞洲,CNHMN,TWKHH
373,未知,2025/03,亞洲,CNHSK,TWKHH
648,未知,2025/03,亞洲,CNJIA,TWKHH
204,未知,2025/03,亞洲,CNJYN,TWKHH
20,未知,2025/03,亞洲,CNMAW,TWKHH
551,未知,2025/03,亞洲,CNNGB,TWKHH
30,未知,2025/03,亞洲,CNNSA,TWKHH
622,未知,2025/03,亞洲,CNRZH,TWKHH
1685,未知,2025/03,亞洲,CNSHG,TWKHH
302,未知,2025/03,亞洲,CNSHK,TWKHH
535,未知,2025/03,亞洲,CNSHK,TWKHH
90,未知,2025/03,亞洲,CNSWA,TWKHH
410,未知,2025/03,亞洲,CNTAC,TWKHH
6,未知,2025/03,亞洲,CNTAO,TWKHH
2,未知,2025/03,亞洲,CNTCA,TWKHH
89,未知,2025/03,亞洲,CNTXG,TWKHH
220,未知,2025/03,亞洲,CNWNZ,TWKHH
10,未知,2025/03,亞洲,CNXGA,TWKHH
102,未知,2025/03,亞洲,CNXGG,TWKHH
800,未知,2025/03,亞洲,CNXHK,TWKHH
20,未知,2025/03,亞洲,CNXHT,TWKHH
150,未知,2025/03,亞洲,CNXIA,TWKHH
3021,未知,2025/03,亞洲,CNXMN,TWKHH
764,未知,2025/03,亞洲,CNXTH,TWKHH
638,未知,2025/03,亞洲,CNYJG,TWKHH
6563,未知,2025/03,亞洲,HKHKG,TWKHH
266,未知,2025/03,亞洲,HKHKM,TWKHH
206,未知,2025/03,亞洲,IDSUB,TWKHH
14,未知,2025/03,亞洲,INNSA,TWKHH
2,未知,2025/03,亞洲,JPHSM,TWKHH
63,未知,2025/03,亞洲,JPMOJ,TWKHH
12,未知,2025/03,亞洲,JPMYJ,TWKHH
64,未知,2025/03,亞洲,JPNGO,TWKHH
1,未知,2025/03,亞洲,JPOSA,TWKHH
4,未知,2025/03,亞洲,JPSBS,TWKHH
256,未知,2025/03,亞洲,JPTKY,TWKHH
7,未知,2025/03,亞洲,JPTYO,TWKHH
28,未知,2025/03,亞洲,JPUKB,TWKHH
6,未知,2025/03,亞洲,JPYAT,TWKHH
148,未知,2025/03,亞洲,JPYOK,TWKHH
99,未知,2025/03,亞洲,KRBNP,TWKHH
100,未知,2025/03,亞洲,KRINC,TWKHH
3,未知,2025/03,亞洲,KRKAN,TWKHH
6,未知,2025/03,亞洲,KRKWY,TWKHH
1025,未知,2025/03,亞洲,KRPUS,TWKHH
5,未知,2025/03,亞洲,KRUSN,TWKHH
68,未知,2025/03,亞洲,MYTPP,TWKHH
8,未知,2025/03,亞洲,MYWSP,TWKHH
2,未知,2025/03,大洋洲,NZLYT,TWKHH
134,未知,2025/03,大洋洲,NZNPE,TWKHH
224,未知,2025/03,大洋洲,NZTRG,TWKHH
240,未知,2025/03,亞洲,PHDVO,TWKHH
250,未知,2025/03,亞洲,PHGTC,TWKHH
422,未知,2025/03,亞洲,SGSIN,TWKHH
2,未知,2025/03,亞洲,THBKK,TWKHH
26,未知,2025/03,亞洲,THLCH,TWKHH
1088,未知,2025/03,亞洲,VNCLI,TWKHH
453,未知,2025/03,亞洲,VNCLP,TWKHH
36,未知,2025/03,亞洲,VNDAD,TWKHH
407,未知,2025/03,亞洲,VNHPH,TWKHH
102,未知,2025/03,亞洲,VNSGN,TWKHH
5598,未知,2025/03,亞洲,VNVUT,TWKHH
190,未知,2025/03,亞洲,CNWNZ,TWKEL
