ym,ds,port,empty_full_type,container_count,container_teu_est
202506,2025-06-01,高雄港,實櫃,394313,634428.75
202506,2025-06-01,高雄港,空櫃,75022,119640.25
202506,2025-06-01,高雄港,總計,469335,754069
202507,2025-07-01,基隆港,實櫃,61794,97299.75
202507,2025-07-01,基隆港,空櫃,23158,38647
202507,2025-07-01,基隆港,總計,84952,135946.75
202507,2025-07-01,安平港,實櫃,17,33
202507,2025-07-01,安平港,空櫃,0,0
202507,2025-07-01,安平港,總計,17,33
202507,2025-07-01,港口別總計,實櫃,583312,926183.25
202507,2025-07-01,港口別總計,空櫃,117077,194009
202507,2025-07-01,港口別總計,總計,700389,1120192.25
202507,2025-07-01,臺中港,實櫃,69778,106786.25
202507,2025-07-01,臺中港,空櫃,13847,22387
202507,2025-07-01,臺中港,總計,83625,129173.25
202507,2025-07-01,臺北港,實櫃,65608,103897.5
202507,2025-07-01,臺北港,空櫃,11331,19846.25
202507,2025-07-01,臺北港,總計,76939,123743.75
202507,2025-07-01,高雄港,實櫃,386115,618166.75
202507,2025-07-01,高雄港,空櫃,68741,113128.75
202507,2025-07-01,高雄港,總計,454856,731295.5
202508,2025-08-01,基隆港,實櫃,63653,101232.75
202508,2025-08-01,基隆港,空櫃,23045,37879.25
202508,2025-08-01,基隆港,總計,86698,139112
202508,2025-08-01,安平港,實櫃,56,112
202508,2025-08-01,安平港,空櫃,19,37
202508,2025-08-01,安平港,總計,75,149
202508,2025-08-01,港口別總計,實櫃,609212,962427.5
202508,2025-08-01,港口別總計,空櫃,120516,196674
202508,2025-08-01,港口別總計,總計,729728,1159101.5
202508,2025-08-01,臺中港,實櫃,77649,119341.25
202508,2025-08-01,臺中港,空櫃,12719,20102.75
202508,2025-08-01,臺中港,總計,90368,139444
202508,2025-08-01,臺北港,實櫃,65137,102427
202508,2025-08-01,臺北港,空櫃,8796,15341.5
202508,2025-08-01,臺北港,總計,73933,117768.5
202508,2025-08-01,高雄港,實櫃,402717,639314.5
202508,2025-08-01,高雄港,空櫃,75937,123313.5
202508,2025-08-01,高雄港,總計,478654,762628
202509,2025-09-01,基隆港,實櫃,60158,95507.75
202509,2025-09-01,基隆港,空櫃,23806,39485.75
202509,2025-09-01,基隆港,總計,83964,134993.5
202509,2025-09-01,安平港,實櫃,63,126
202509,2025-09-01,安平港,空櫃,22,44
202509,2025-09-01,安平港,總計,85,170
202509,2025-09-01,港口別總計,實櫃,548033,865835
202509,2025-09-01,港口別總計,空櫃,119521,199421.25
202509,2025-09-01,港口別總計,總計,667554,1065256.25
202509,2025-09-01,臺中港,實櫃,69636,107362.5
202509,2025-09-01,臺中港,空櫃,11996,19285.25
202509,2025-09-01,臺中港,總計,81632,126647.75
202509,2025-09-01,臺北港,實櫃,58015,90655.75
202509,2025-09-01,臺北港,空櫃,9577,16929
202509,2025-09-01,臺北港,總計,67592,107584.75
202509,2025-09-01,高雄港,實櫃,360157,572179
202509,2025-09-01,高雄港,空櫃,74120,123677.25
202509,2025-09-01,高雄港,總計,434277,695856.25
202510,2025-10-01,基隆港,實櫃,57903,92705.5
202510,2025-10-01,基隆港,空櫃,18782,31424.25
202510,2025-10-01,基隆港,總計,76685,124129.75
202510,2025-10-01,安平港,實櫃,78,156
202510,2025-10-01,安平港,空櫃,62,124
202510,2025-10-01,安平港,總計,140,280
202510,2025-10-01,港口別總計,實櫃,558352,884963.5
202510,2025-10-01,港口別總計,空櫃,111628,181302
202510,2025-10-01,港口別總計,總計,669980,1066265.5
202510,2025-10-01,臺中港,實櫃,68705,105492.75
202510,2025-10-01,臺中港,空櫃,11834,18871.75
202510,2025-10-01,臺中港,總計,80539,124364.5
202510,2025-10-01,臺北港,實櫃,62479,99010.75
202510,2025-10-01,臺北港,空櫃,8325,13990.25
202510,2025-10-01,臺北港,總計,70804,113001
202510,2025-10-01,高雄港,實櫃,369187,587598.5
202510,2025-10-01,高雄港,空櫃,72625,116891.75
202510,2025-10-01,高雄港,總計,441812,704490.25
202511,2025-11-01,基隆港,實櫃,63174,99770.75
202511,2025-11-01,基隆港,空櫃,21831,36817.5
202511,2025-11-01,基隆港,總計,85005,136588.25
202511,2025-11-01,安平港,實櫃,35,70
202511,2025-11-01,安平港,空櫃,30,59
202511,2025-11-01,安平港,總計,65,129
202511,2025-11-01,港口別總計,實櫃,564851,900220
202511,2025-11-01,港口別總計,空櫃,111282,185522.5
202511,2025-11-01,港口別總計,總計,676133,1085742.5
202511,2025-11-01,臺中港,實櫃,71241,109564.25
202511,2025-11-01,臺中港,空櫃,12418,19924.25
202511,2025-11-01,臺中港,總計,83659,129488.5
202511,2025-11-01,臺北港,實櫃,64853,103549.5
202511,2025-11-01,臺北港,空櫃,11017,18161
202511,2025-11-01,臺北港,總計,75870,121710.5
202511,2025-11-01,高雄港,實櫃,365548,587265.5
202511,2025-11-01,高雄港,空櫃,65986,110560.75
202511,2025-11-01,高雄港,總計,431534,697826.25
202512,2025-12-01,基隆港,實櫃,65764,104634.25
202512,2025-12-01,基隆港,空櫃,24732,41217.25
202512,2025-12-01,基隆港,總計,90496,145851.5
202512,2025-12-01,安平港,實櫃,68,136
202512,2025-12-01,安平港,空櫃,30,60
202512,2025-12-01,安平港,總計,98,196
202512,2025-12-01,港口別總計,實櫃,626148,1006514.25
202512,2025-12-01,港口別總計,空櫃,126926,212197.25
202512,2025-12-01,港口別總計,總計,753074,1218711.5
202512,2025-12-01,臺中港,實櫃,78389,121601
202512,2025-12-01,臺中港,空櫃,15389,25547.25
202512,2025-12-01,臺中港,總計,93778,147148.25
202512,2025-12-01,臺北港,實櫃,79423,128184.5
202512,2025-12-01,臺北港,空櫃,12317,20380.75
202512,2025-12-01,臺北港,總計,91740,148565.25
202512,2025-12-01,高雄港,實櫃,402504,651958.5
202512,2025-12-01,高雄港,空櫃,74458,124992
202512,2025-12-01,高雄港,總計,476962,776950.5
202601,2026-01-01,基隆港,實櫃,64364,103341.75
202601,2026-01-01,基隆港,空櫃,26322,42946.75
202601,2026-01-01,基隆港,總計,90686,146288.5
202601,2026-01-01,安平港,實櫃,48,96
202601,2026-01-01,安平港,空櫃,45,90
202601,2026-01-01,安平港,總計,93,186
202601,2026-01-01,港口別總計,實櫃,603916,963745.5
202601,2026-01-01,港口別總計,空櫃,126745,208293.75
202601,2026-01-01,港口別總計,總計,730661,1172039.25
202601,2026-01-01,臺中港,實櫃,73760,113217.5
202601,2026-01-01,臺中港,空櫃,12292,20407.75
202601,2026-01-01,臺中港,總計,86052,133625.25
202601,2026-01-01,臺北港,實櫃,73197,116298.75
202601,2026-01-01,臺北港,空櫃,12192,21527.5
202601,2026-01-01,臺北港,總計,85389,137826.25
202601,2026-01-01,高雄港,實櫃,392547,630791.5
202601,2026-01-01,高雄港,空櫃,75894,123321.75
202601,2026-01-01,高雄港,總計,468441,754113.25
202602,2026-02-01,基隆港,實櫃,47181,75305.75
202602,2026-02-01,基隆港,空櫃,18967,32070.5
202602,2026-02-01,基隆港,總計,66148,107376.25
202602,2026-02-01,安平港,實櫃,16,32
202602,2026-02-01,安平港,空櫃,13,26
202602,2026-02-01,安平港,總計,29,58
202602,2026-02-01,港口別總計,實櫃,487116,774895.75
202602,2026-02-01,港口別總計,空櫃,99837,161128
202602,2026-02-01,港口別總計,總計,586953,936023.75
202602,2026-02-01,臺中港,實櫃,55223,85728.25
202602,2026-02-01,臺中港,空櫃,10440,17225
202602,2026-02-01,臺中港,總計,65663,102953.25
202602,2026-02-01,臺北港,實櫃,59281,93883.75
202602,2026-02-01,臺北港,空櫃,8671,14879.5
202602,2026-02-01,臺北港,總計,67952,108763.25
202602,2026-02-01,高雄港,實櫃,325415,519946
202602,2026-02-01,高雄港,空櫃,61746,96927
202602,2026-02-01,高雄港,總計,387161,616873
202603,2026-03-01,基隆港,實櫃,63521,100621
202603,2026-03-01,基隆港,空櫃,19255,31699.5
202603,2026-03-01,基隆港,總計,82776,132320.5
202603,2026-03-01,安平港,實櫃,13,26
202603,2026-03-01,安平港,空櫃,23,46
202603,2026-03-01,安平港,總計,36,72
202603,2026-03-01,港口別總計,實櫃,611782,969484.5
202603,2026-03-01,港口別總計,空櫃,126957,210783
202603,2026-03-01,港口別總計,總計,738739,1180267.5
202603,2026-03-01,臺中港,實櫃,76705,118358.75
202603,2026-03-01,臺中港,空櫃,13059,22032
202603,2026-03-01,臺中港,總計,89764,140390.75
202603,2026-03-01,臺北港,實櫃,77632,123379.25
202603,2026-03-01,臺北港,空櫃,14200,24076.25
202603,2026-03-01,臺北港,總計,91832,147455.5
202603,2026-03-01,高雄港,實櫃,393911,627099.5
202603,2026-03-01,高雄港,空櫃,80420,132929.25
202603,2026-03-01,高雄港,總計,474331,760028.75
202604,2026-04-01,基隆港,實櫃,63463,100956.75
202604,2026-04-01,基隆港,空櫃,23698,39314.75
202604,2026-04-01,基隆港,總計,87161,140271.5
202604,2026-04-01,安平港,實櫃,11,22
202604,2026-04-01,安平港,空櫃,0,0
202604,2026-04-01,安平港,總計,11,22
202604,2026-04-01,港口別總計,實櫃,571675,901195.5
202604,2026-04-01,港口別總計,空櫃,115740,192778
202604,2026-04-01,港口別總計,總計,687415,1093973.5
202604,2026-04-01,臺中港,實櫃,72823,111509
202604,2026-04-01,臺中港,空櫃,11314,18140.25
202604,2026-04-01,臺中港,總計,84137,129649.25
202604,2026-04-01,臺北港,實櫃,67249,106290.25
202604,2026-04-01,臺北港,空櫃,11390,19837.5
202604,2026-04-01,臺北港,總計,78639,126127.75
202604,2026-04-01,高雄港,實櫃,368129,582417.5
202604,2026-04-01,高雄港,空櫃,69338,115485.5
202604,2026-04-01,高雄港,總計,437467,697903
