ym,port,history_n,scenario,empty_in,empty_out,full_in,full_out,throughput,empty_net,empty_total_flow,full_total_flow,empty_share,net_pressure_raw,export_pull,roll3_empty_net,cum_empty_net,roll3_pressure_raw,positive_net_streak,buffer_raw,pressure_pct,buffer_pct,pressure_z,buffer_z,pressure_flow_raw,pressure_net_raw,pressure_roll_raw,buffer_space_raw,buffer_net_raw,buffer_export_raw,buffer_index,pressure_index,enough_history,high_pressure_cut,high_buffer_cut,low_pressure_cut,status,next_empty_net,next_roll3_empty_net,next_pressure_index,next_buffer_index,next_status,eligible_eval,high_pressure_flag,high_buffer_flag,next_positive_empty_net,next_positive_roll3,next_low_pressure
202509,臺北港,9,custom_nearby_b,7833,4980,72964,44288,107584.75,2853,12813,117252,0.11909680507692771,0.02651862833719463,0.4116568565712148,-1707.3333333333337,-7569,-0.01315486369065788,1,0.8809031949230722,0.7272727272727273,0.18181818181818185,-1.095100857618431,0.9586697318524964,0.07280771670706118,0.02651862833719463,0,0.9271922832929388,0.01586965934608142,0.4116568565712148,0.375,0.5625,TRUE,0.5625,0.375,0.25,正常港,-427,-439.6666666666668,0.17777777777777778,0.5333333333333333,高緩衝港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202510,臺北港,10,custom_nearby_b,4013,4440,64311,51154,113001,-427,8453,115465,0.07480464774648012,-0.00377872762187945,0.4526862594136335,-439.6666666666668,-7996,-0.00301992469012909,0,0.92519535225352,0.5454545454545454,1,-1.095100857618431,0.9586697318524964,0.03551296006230033,0,0,0.9644870399376996,0.00389082102518266,0.4526862594136335,0.5333333333333333,0.17777777777777778,TRUE,0.45,0.5111111111111112,0.3111111111111111,高緩衝港,4029,2151.6666666666665,0.8099999999999999,0.18,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
202511,臺北港,11,custom_nearby_b,7765,3736,68329,52743,121710.5,4029,11501,121072,0.0944947231339942,0.03310314229257131,0.4333479855887537,2151.6666666666665,-3967,0.01861434766929549,1,0.9055052768660058,0.8181818181818182,0.6363636363636364,-1.095100857618431,0.9586697318524964,0.06379893271328275,0.03310314229257131,0.01767856238095042,0.9362010672867171,0,0.4333479855887537,0.18,0.8099999999999999,TRUE,0.42999999999999994,0.44000000000000006,0,高壓力港,3800,2467.3333333333335,0.6818181818181819,0.18181818181818185,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202512,臺北港,12,custom_nearby_b,8930,5130,84355,61543,148565.25,3800,14060,145898,0.0946385510743596,0.02557798677685394,0.4142489579494532,2467.3333333333335,-167,0.01830080048251526,2,0.9053614489256404,0.6363636363636364,0.5454545454545454,-1.095100857618431,0.9586697318524964,0.06010826892560676,0.02557798677685394,0.01660774194055025,0.9398917310743932,0,0.4142489579494532,0.18181818181818185,0.6818181818181819,TRUE,0.3727272727272727,0.38181818181818183,0.06818181818181818,高壓力港,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
202501,高雄港,1,custom_nearby_b,68252,54612,377368,305842,780706.5,13640,122864,683210,0.1573754029203036,0.01747135447187899,0.39175029284372553,13640,13640,0.01747135447187899,1,0.8426245970796964,0.4545454545454546,0.7272727272727273,-0.2560045942332927,0.4932347490481129,0.08742337869609129,0.01747135447187899,0.01747135447187899,0.9125766213039088,0,0.39175029284372553,0,0,FALSE,0,0,0,正常港,27384,20512,1,0.2,正常港,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202502,高雄港,2,custom_nearby_b,71397,44013,333046,277184,693319.75,27384,115410,610230,0.16645999194455371,0.03949692764413533,0.39979244785685103,20512,41024,0.02848414105800716,2,0.8335400080554463,1,0.3636363636363637,-0.2560045942332927,0.4932347490481129,0.10297845979434452,0.03949692764413533,0.02958519499841162,0.8970215402056555,0,0.39979244785685103,0.2,1,FALSE,1,0.2,0.4,正常港,25438,22154,0.5,0.2,高壓力港,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202503,高雄港,3,custom_nearby_b,81063,55625,399283,293156,791883.25,25438,136688,692439,0.17261130349707485,0.03212342223427506,0.37020103657957154,22154,66462,0.02969723478342979,3,0.8273886965029251,0.8181818181818182,0.09090909090909093,-0.2560045942332927,0.4932347490481129,0.10236736286567497,0.03212342223427506,0.0279763462606388,0.8976326371343251,0,0.37020103657957154,0.2,0.5,TRUE,0.5,0.30000000000000004,0.4,高壓力港,20982,24601.333333333332,0.5,0.3333333333333333,高緩衝港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202504,高雄港,4,custom_nearby_b,74523,53541,366749,279789,736143,20982,128064,646538,0.17396619950199893,0.02850261430184081,0.3800742518776922,24601.333333333332,87444,0.03337432139341707,4,0.826033800498001,0.7272727272727273,0,-0.2560045942332927,0.4932347490481129,0.10123440690191989,0.02850261430184081,0.03341923149895242,0.8987655930980801,0,0.3800742518776922,0.3333333333333333,0.5,TRUE,0.8833333333333333,0.3333333333333333,0.5,高緩衝港,26882,24434,0.5499999999999999,0.4,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
202505,高雄港,5,custom_nearby_b,69228,42346,390485,297912,760686.5,26882,111574,688397,0.14667540438801005,0.0353391311663872,0.3916357132668977,24434,114326,0.03198838923416769,5,0.8533245956119899,0.9090909090909092,0.9090909090909092,-0.2560045942332927,0.4932347490481129,0.09100726777719864,0.0353391311663872,0.03212098545195688,0.9089927322228014,0,0.3916357132668977,0.4,0.5499999999999999,TRUE,0.5499999999999999,0.4,0.4,高壓力港,10872,19578.666666666668,0.13,0.52,高緩衝港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202506,高雄港,6,custom_nearby_b,66615,55743,388171,305025,754069,10872,122358,693196,0.16226366552662952,0.01441777874438546,0.4045054232437615,19578.666666666668,125198,0.02608650807087115,6,0.8377363344733705,0.2727272727272727,0.6363636363636364,-0.2560045942332927,0.4932347490481129,0.08834072213550749,0.01441777874438546,0.02596402539643808,0.9116592778644924,0,0.4045054232437615,0.52,0.13,TRUE,0.24,0.52,0.16000000000000003,高緩衝港,14286,17346.666666666668,0.35833333333333334,0.3666666666666667,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
202507,高雄港,7,custom_nearby_b,67092,52806,387078,292485,731295.5,14286,119898,679563,0.16395287541082915,0.01953519473318241,0.39995460111541775,17346.666666666668,139484,0.02309736821465169,7,0.8360471245891709,0.5454545454545454,0.5454545454545454,-0.2560045942332927,0.4932347490481129,0.09174403507200578,0.01953519473318241,0.02372046138211799,0.9082559649279942,0,0.39995460111541775,0.3666666666666667,0.35833333333333334,TRUE,0.35833333333333334,0.6333333333333334,0.13333333333333333,高壓力港,12287,12481.666666666666,0.2785714285714286,0.2,正常港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202508,高雄港,8,custom_nearby_b,70142,57855,387439,289330,762628,12287,127997,676769,0.1678367434712599,0.01611139375947382,0.3793854933204656,12481.666666666666,151771,0.01668812241234723,8,0.8321632565287401,0.3636363636363637,0.2727272727272727,-0.2560045942332927,0.4932347490481129,0.09197406861536686,0.01611139375947382,0.01636665145610529,0.9080259313846332,0,0.3793854933204656,0.2,0.2785714285714286,TRUE,0.28571428571428575,0.34285714285714286,0.2785714285714286,正常港,8235,11602.666666666666,0.13125,0.30000000000000004,正常港,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
202509,高雄港,9,custom_nearby_b,63211,54976,363063,243335,695856.25,8235,118187,606398,0.16984398717407512,0.01183434078518372,0.34969147722679794,11602.666666666666,160006,0.01582697642594665,9,0.8301560128259249,0.18181818181818185,0.18181818181818185,-0.2560045942332927,0.4932347490481129,0.09083916397962942,0.01183434078518372,0.01667394187616575,0.9091608360203706,0,0.34969147722679794,0.30000000000000004,0.13125,TRUE,0.5625,0.375,0.25,正常港,19817,13446.333333333334,0.5444444444444445,0.17777777777777778,高壓力港,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
202510,高雄港,10,custom_nearby_b,68373,48556,359132,264526,704490.25,19817,116929,623658,0.1659767470167259,0.02812955892576228,0.3754856791843464,13446.333333333334,179823,0.01869176449013994,10,0.8340232529832741,0.6363636363636364,0.4545454545454546,-0.2560045942332927,0.4932347490481129,0.0970531529712441,0.02812955892576228,0.01908661380811634,0.902946847028756,0,0.3754856791843464,0.17777777777777778,0.5444444444444445,TRUE,0.45,0.5111111111111112,0.3111111111111111,高壓力港,1254,9768.666666666666,0,0.44000000000000006,高緩衝港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202511,高雄港,11,custom_nearby_b,50592,49338,359557,261664,697826.25,1254,99930,621221,0.14320183570050568,0.00179700892593249,0.37497013045869226,9768.666666666666,181077,0.01392030287895949,11,0.8567981642994943,0,1,-0.2560045942332927,0.4932347490481129,0.07249942231321908,0.00179700892593249,0.0139987090864906,0.927500577686781,0,0.37497013045869226,0.44000000000000006,0,TRUE,0.42999999999999994,0.44000000000000006,0,高緩衝港,1977,7682.666666666666,0.06818181818181818,0.38181818181818183,高緩衝港,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
202512,高雄港,12,custom_nearby_b,61529,59552,417202,283437,776950.5,1977,121081,700639,0.15584133094708091,0.0025445636498078,0.36480702438572343,7682.666666666666,183054,0.01082371050050085,12,0.844158669052919,0.09090909090909093,0.8181818181818182,-0.2560045942332927,0.4932347490481129,0.07919294729844437,0.0025445636498078,0.00988823183287309,0.9208070527015556,0,0.36480702438572343,0.38181818181818183,0.06818181818181818,TRUE,0.3727272727272727,0.38181818181818183,0.06818181818181818,高緩衝港,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
202501,基隆港,1,custom_nearby_c,1339,38704,81209,18122,128813.75,-37365,40043,99331,0.3108596714248285,-0.29006996535695917,0.1406837391194651,-37365,-37365,-0.29006996535695917,0,0.6891403285751715,0,0,-2.4615612328441068,-2.030042034151811,0.01039485303393465,0,0,0.9896051469660654,0.29006996535695917,0.1406837391194651,0,0,FALSE,0,0,0,正常港,-19090,-28227.5,0.35,0.15,正常港,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202502,基隆港,2,custom_nearby_c,1671,20761,68084,19435,104992.75,-19090,22432,87519,0.21365284745851496,-0.1818220781911132,0.18510801936324175,-28227.5,-56455,-0.23594602177403615,0,0.786347152541485,0.9090909090909092,0.8181818181818182,-2.4615612328441068,-2.030042034151811,0.0159153846337009,0,0,0.9840846153662992,0.26885189691669187,0.18510801936324175,0.15,0.35,FALSE,1,0.15,0.35,正常港,-29756,-28737,0.35,0.075,正常港,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202503,基隆港,3,custom_nearby_c,2840,32596,91951,21451,136081.75,-29756,35436,113402,0.26040229494403183,-0.2186626788676659,0.1576331874038951,-28737,-86211,-0.23018490747191275,0,0.7395977050559682,0.3636363636363637,0.2727272727272727,-2.4615612328441068,-2.030042034151811,0.02086980803818293,0,0,0.979130191961817,0.21117453295537425,0.1576331874038951,0.075,0.35,TRUE,0.5,0.3,0.35,正常港,-27644,-25496.666666666668,0.11666666666666664,0.4,高緩衝港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202504,基隆港,4,custom_nearby_c,1860,29504,89606,23537,139028.75,-27644,31364,113143,0.2255936272173921,-0.19883657157242657,0.16929591900955737,-25496.666666666668,-113855,-0.1997737762104019,0,0.7744063727826079,0.6363636363636364,0.7272727272727273,-2.4615612328441068,-2.030042034151811,0.01337852782248276,0,0,0.9866214721775172,0.1833913249357897,0.16929591900955737,0.4,0.11666666666666664,TRUE,0.8499999999999999,0.35,0.4666666666666667,高緩衝港,-31320,-29573.333333333332,0.35,0.1375,正常港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202505,基隆港,5,custom_nearby_c,2999,34319,87370,20645,141255.5,-31320,37318,108015,0.2641879431243385,-0.22172587970025945,0.14615360109871828,-29573.333333333332,-145175,-0.21307504338011732,0,0.7358120568756614,0.18181818181818185,0.18181818181818185,-2.4615612328441068,-2.030042034151811,0.02123103171203953,0,0,0.9787689682879605,0.20936057947006192,0.14615360109871828,0.1375,0.35,TRUE,0.5750000000000001,0.4125,0.35,正常港,-28577,-29180.333333333332,0.21,0.51,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202506,基隆港,6,custom_nearby_c,2296,30873,87276,22312,136769.5,-28577,33169,109588,0.2425175203535876,-0.2089427832959834,0.163135786853063,-29180.333333333332,-173752,-0.2098350781895565,0,0.7574824796464124,0.5454545454545454,0.4545454545454546,-2.4615612328441068,-2.030042034151811,0.01678736852880211,0,0,0.983212631471198,0.21335409819684456,0.163135786853063,0.51,0.21,TRUE,0.21,0.51,0.14,正常港,-28870,-29589,0,0.7666666666666667,高緩衝港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202507,基隆港,7,custom_nearby_c,1380,30250,86974,20893,135946.75,-28870,31630,107867,0.23266462787819495,-0.21236256107630375,0.15368517452605523,-29589,-202622,-0.21434374135751552,0,0.767335372121805,0.4545454545454546,0.6363636363636364,-2.4615612328441068,-2.030042034151811,0.01015103340094559,0,0,0.9898489665990544,0.21765139659462251,0.15368517452605523,0.7666666666666667,0,TRUE,0.3583333333333333,0.6583333333333333,0.11666666666666664,高緩衝港,-30665,-29370.666666666668,0.25,0.3285714285714285,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202508,基隆港,8,custom_nearby_c,2430,33095,90360,22389,139112,-30665,35525,112749,0.25536977399505434,-0.22043389499108632,0.16094226234976133,-29370.666666666668,-233287,-0.21391307978779112,0,0.7446302260049457,0.2727272727272727,0.3636363636363637,-2.4615612328441068,-2.030042034151811,0.01746793950198401,0,0,0.982532060498016,0.2111296413441448,0.16094226234976133,0.3285714285714285,0.25,TRUE,0.26428571428571423,0.3285714285714285,0.25,高緩衝港,-32712,-30749,0.21875,0.46875000000000006,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202509,基隆港,9,custom_nearby_c,2329,35041,93011,18848,134993,-32712,37370,111859,0.2768291689198699,-0.24232367604246147,0.1396220544768988,-30749,-265999,-0.2250400440366172,0,0.72317083108013,0.09090909090909093,0.09090909090909093,-2.4615612328441068,-2.030042034151811,0.01725274643870423,0,0,0.9827472535612958,0.22778218129828953,0.1396220544768988,0.46875000000000006,0.21875,TRUE,0.6,0.38125,0.21875,高緩衝港,-24309,-29228.666666666668,0.2722222222222222,0.4944444444444444,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202510,基隆港,10,custom_nearby_c,2527,26836,75672,19630,124129.75,-24309,29363,95302,0.23655086713700785,-0.19583540609724903,0.15814097748525233,-29228.666666666668,-290308,-0.21953099237693227,0,0.7634491328629921,0.7272727272727273,0.5454545454545454,-2.4615612328441068,-2.030042034151811,0.0203577305198794,0,0,0.9796422694801206,0.2354686661873295,0.15814097748525233,0.4944444444444444,0.2722222222222222,TRUE,0.46111111111111114,0.4944444444444444,0.2722222222222222,高緩衝港,-25006,-27342.333333333332,0,0.49,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202511,基隆港,11,custom_nearby_c,1350,26356,87131,16632,136588.25,-25006,27706,103763,0.20284321674814632,-0.18307577701595856,0.12176742875027684,-27342.333333333332,-315314,-0.20707828638522305,0,0.7971567832518537,0.8181818181818182,0.9090909090909092,-2.4615612328441068,-2.030042034151811,0.00988371986609389,0,0,0.990116280133906,0.2001807134459467,0.12176742875027684,0.49,0,TRUE,0.455,0.48,0,高緩衝港,-25087,-24800.666666666668,0,0.4636363636363636,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202512,基隆港,12,custom_nearby_c,1272,26359,99956,18600,145851.5,-25087,27631,118556,0.18944611471256723,-0.17200371610850762,0.1275269709259075,-24800.666666666668,-340401,-0.18363829974057175,0,0.8105538852874328,1,1,-2.4615612328441068,-2.030042034151811,0.0087211993020298,0,0,0.99127880069797,0.1700405320937163,0.1275269709259075,0.4636363636363636,0,TRUE,0.34545454545454546,0.4227272727272727,0.07272727272727272,高緩衝港,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
202501,安平港,1,custom_nearby_c,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,FALSE,0,0,0,正常港,0,0,0,0,正常港,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202502,安平港,2,custom_nearby_c,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,FALSE,1,0.15,0.35,正常港,0,0,0,0,正常港,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202503,安平港,3,custom_nearby_c,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.5,0.3,0.35,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202504,安平港,4,custom_nearby_c,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.8499999999999999,0.35,0.4666666666666667,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202505,安平港,5,custom_nearby_c,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.5750000000000001,0.4125,0.35,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202506,安平港,6,custom_nearby_c,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.21,0.51,0.14,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202507,安平港,7,custom_nearby_c,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.3583333333333333,0.6583333333333333,0.11666666666666664,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202508,安平港,8,custom_nearby_c,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.26428571428571423,0.3285714285714285,0.25,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202509,安平港,9,custom_nearby_c,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.6,0.38125,0.21875,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202510,安平港,10,custom_nearby_c,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.46111111111111114,0.4944444444444444,0.2722222222222222,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202511,安平港,11,custom_nearby_c,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.455,0.48,0,正常港,0,0,0,0,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202512,安平港,12,custom_nearby_c,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0,0,0,0,TRUE,0.34545454545454546,0.4227272727272727,0.07272727272727272,正常港,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
202501,臺中港,1,custom_nearby_c,11295,9012,80832,40216,129085,2283,20307,121048,0.15731494751520317,0.01768602083898206,0.3115466553046442,2283,2283,0.01768602083898206,1,0.8426850524847969,0.09090909090909093,0.18181818181818185,-1.0773114034521802,-0.579422761206617,0.08750048417709261,0.01768602083898206,0.01768602083898206,0.9124995158229074,0,0.3115466553046442,0,0,FALSE,0,0,0,正常港,287,1285,0,0.6,正常港,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
202502,臺中港,2,custom_nearby_c,6222,5935,64518,43731,108321.75,287,12157,108249,0.11223046156473654,0.00264951406342678,0.4037139355669568,1285,2570,0.01016776745120442,2,0.8877695384352635,0,1,-1.0773114034521802,-0.579422761206617,0.05743998781408166,0.00264951406342678,0.01186280686934987,0.94256001218591845,0,0.4037139355669568,0.6,0,FALSE,1,0.15,0.35,正常港,4011,2193.6666666666665,0.725,0.3,高壓力港,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202503,臺中港,3,custom_nearby_c,10585,6574,83661,51097,140307.75,4011,17159,134758,0.12229545410000515,0.02858715929804305,0.3641780300803056,2193.6666666666665,6581,0.01630756473348396,3,0.8777045458999948,0.2727272727272727,0.9090909090909092,-1.0773114034521802,-0.579422761206617,0.07544130669902412,0.02858715929804305,0.01563467924378137,0.9245586933009758,0,0.3641780300803056,0.3,0.725,TRUE,0.5,0.3,0.35,高壓力港,5963,3420.3333333333335,1,0.1,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202504,臺中港,4,custom_nearby_c,14514,8551,79471,52098,134071.5,5963,23065,131569,0.17203507083906722,0.04447626825984643,0.38858370347165505,3420.3333333333335,12544,0.02523764720710541,4,0.8279649291609328,0.9090909090909092,0.09090909090909093,-1.0773114034521802,-0.579422761206617,0.10825566954945684,0.04447626825984643,0.0255112632687285,0.8917443304505431,0,0.38858370347165505,0.1,1,TRUE,0.8499999999999999,0.35,0.4666666666666667,高壓力港,5496,5156.666666666667,0.8875,0.075,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202505,臺中港,5,custom_nearby_c,15646,10150,89576,52361,143425.5,5496,25796,141937,0.17985644114888916,0.03831954568748235,0.36507455089924734,5156.666666666667,18040,0.03712765774845728,5,0.8201435588511109,0.7272727272727273,0,-1.0773114034521802,-0.579422761206617,0.10908799341818574,0.03831954568748235,0.03595362516893207,0.8909120065818142,0,0.36507455089924734,0.075,0.8875,TRUE,0.5750000000000001,0.4125,0.35,高壓力港,4450,5303,0.6100000000000001,0.36,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202506,臺中港,6,custom_nearby_c,11980,7530,81090,53586,139288.5,4450,19510,134676,0.14006899349192503,0.03194807898713821,0.384712305753885,5303,22490,0.038247964311489,6,0.859931006508075,0.3636363636363637,0.6363636363636364,-1.0773114034521802,-0.579422761206617,0.08600853623953161,0.03194807898713821,0.03807205907163908,0.9139914637604684,0,0.384712305753885,0.36,0.6100000000000001,TRUE,0.21,0.51,0.14,高壓力港,6869,5605,0.8833333333333333,0.225,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202507,臺中港,7,custom_nearby_c,13488,6619,80136,48288,129173.25,6869,20107,128424,0.1556591631781348,0.0531766445452135,0.37382352770407185,5605,29359,0.04114808973994469,7,0.8443408368218652,1,0.3636363636363637,-1.0773114034521802,-0.579422761206617,0.10441790386167414,0.0531766445452135,0.04339133682863905,0.8955820961383258,0,0.37382352770407185,0.225,0.8833333333333333,TRUE,0.3583333333333333,0.6583333333333333,0.11666666666666664,高壓力港,5568,5629,0.6928571428571428,0.2571428571428571,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
