ym,ds,port,full_container_count,empty_container_count,total_container_count,full_container_teu_est,empty_container_teu_est,total_container_teu_est,out_teu,total_teu,in_teu,empty_share_count,full_share_count,empty_share_teu_est,full_share_teu_est,direction_balance_teu,direction_balance_rate
202208,2022-08-01,安平港,129,46,175,222,56,278,NA,NA,NA,0.26285714285714284,0.7371428571428571,0.2014388489208633,0.7985611510791367,NA,NA
202209,2022-09-01,安平港,78,94,172,120,124,244,NA,NA,NA,0.5465116279069767,0.45348837209302323,0.5081967213114754,0.4918032786885246,NA,NA
202210,2022-10-01,安平港,44,20,64,52,40,92,NA,NA,NA,0.3125,0.6875,0.43478260869565216,0.5652173913043478,NA,NA
202211,2022-11-01,安平港,107,56,163,173,56,229,NA,NA,NA,0.34355828220858897,0.656441717791411,0.2445414847161572,0.7554585152838428,NA,NA
202212,2022-12-01,安平港,182,53,235,292,85,377,NA,NA,NA,0.225531914893617,0.774468085106383,0.22546419098143236,0.7745358090185677,NA,NA
202301,2023-01-01,安平港,132,77,209,192,82,274,NA,NA,NA,0.3684210526315789,0.631578947368421,0.29927007299270075,0.7007299270072993,NA,NA
202302,2023-02-01,安平港,48,48,96,60,60,120,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA
202303,2023-03-01,安平港,122,108,230,171,149,320,NA,NA,NA,0.46956521739130436,0.5304347826086957,0.465625,0.534375,NA,NA
202304,2023-04-01,安平港,116,138,254,124,168,292,NA,NA,NA,0.5433070866141733,0.4566929133858268,0.5753424657534246,0.4246575342465753,NA,NA
202305,2023-05-01,安平港,51,74,125,66,112,178,NA,NA,NA,0.592,0.408,0.6292134831460674,0.3707865168539326,NA,NA
202306,2023-06-01,安平港,107,72,179,107,72,179,NA,NA,NA,0.4022346368715084,0.5977653631284916,0.4022346368715084,0.5977653631284916,NA,NA
202307,2023-07-01,安平港,40,0,40,80,0,80,NA,NA,NA,0,1,0,1,NA,NA
202308,2023-08-01,安平港,52,113,165,68,155,223,NA,NA,NA,0.6848484848484848,0.3151515151515151,0.695067264573991,0.30493273542600896,NA,NA
202309,2023-09-01,安平港,52,18,70,68,36,104,NA,NA,NA,0.2571428571428571,0.7428571428571429,0.34615384615384615,0.6538461538461539,NA,NA
202310,2023-10-01,安平港,39,60,99,78,84,162,NA,NA,NA,0.6060606060606061,0.3939393939393939,0.5185185185185185,0.48148148148148145,NA,NA
202311,2023-11-01,安平港,45,8,53,90,16,106,NA,NA,NA,0.1509433962264151,0.8490566037735849,0.1509433962264151,0.8490566037735849,NA,NA
202312,2023-12-01,安平港,48,13,61,60,26,86,NA,NA,NA,0.21311475409836064,0.7868852459016393,0.3023255813953488,0.6976744186046512,NA,NA
202401,2024-01-01,安平港,15,54,69,30,72,102,NA,NA,NA,0.782608695652174,0.21739130434782608,0.7058823529411765,0.29411764705882354,NA,NA
202402,2024-02-01,安平港,86,76,162,132,116,248,NA,NA,NA,0.4691358024691358,0.5308641975308642,0.46774193548387094,0.532258064516129,NA,NA
202403,2024-03-01,安平港,9,48,57,18,56,74,NA,NA,NA,0.8421052631578947,0.15789473684210525,0.7567567567567568,0.24324324324324326,NA,NA
202404,2024-04-01,安平港,12,13,25,24,26,50,NA,NA,NA,0.52,0.48,0.52,0.48,NA,NA
202405,2024-05-01,安平港,38,0,38,76,0,76,NA,NA,NA,0,1,0,1,NA,NA
202406,2024-06-01,安平港,25,23,48,50,46,96,NA,NA,NA,0.4791666666666667,0.5208333333333334,0.4791666666666667,0.5208333333333334,NA,NA
202407,2024-07-01,安平港,13,11,24,26,22,48,NA,NA,NA,0.4583333333333333,0.5416666666666666,0.4583333333333333,0.5416666666666666,NA,NA
202408,2024-08-01,安平港,123,54,177,138,54,192,NA,NA,NA,0.3050847457627119,0.6949152542372882,0.28125,0.71875,NA,NA
202409,2024-09-01,安平港,90,66,156,126,78,204,NA,NA,NA,0.4230769230769231,0.5769230769230769,0.38235294117647056,0.6176470588235294,NA,NA
202410,2024-10-01,安平港,12,0,12,24,0,24,NA,NA,NA,0,1,0,1,NA,NA
202411,2024-11-01,安平港,20,105,125,40,120,160,NA,NA,NA,0.84,0.16,0.75,0.25,NA,NA
202412,2024-12-01,安平港,168,131,299,226,156,382,NA,NA,NA,0.43812709030100333,0.5618729096989966,0.4083769633507853,0.5916230366492147,NA,NA
202501,2025-01-01,安平港,108,74,182,157,91,248,NA,NA,NA,0.4065934065934066,0.5934065934065934,0.36693548387096775,0.6330645161290323,NA,NA
202502,2025-02-01,安平港,117,213,330,180,276,456,NA,NA,NA,0.6454545454545455,0.35454545454545455,0.6052631578947368,0.39473684210526316,NA,NA
202503,2025-03-01,安平港,92,66,158,128,85,213,NA,NA,NA,0.4177215189873418,0.5822784810126582,0.39906103286384975,0.6009389671361502,NA,NA
202504,2025-04-01,安平港,110,116,226,110,124,234,NA,NA,NA,0.5132743362831859,0.48672566371681414,0.5299145299145299,0.4700854700854701,NA,NA
202505,2025-05-01,安平港,9,51,60,18,102,120,NA,NA,NA,0.85,0.15,0.85,0.15,NA,NA
202506,2025-06-01,安平港,16,5,21,32,10,42,NA,NA,NA,0.23809523809523808,0.7619047619047619,0.23809523809523808,0.7619047619047619,NA,NA
202507,2025-07-01,安平港,17,0,17,33,0,33,NA,NA,NA,0,1,0,1,NA,NA
202508,2025-08-01,安平港,56,19,75,112,37,149,NA,NA,NA,0.25333333333333335,0.7466666666666667,0.24832214765100671,0.7516778523489933,NA,NA
202509,2025-09-01,安平港,63,22,85,126,44,170,NA,NA,NA,0.25882352941176473,0.7411764705882353,0.25882352941176473,0.7411764705882353,NA,NA
